FRESH,GROCERY,FROZEN,HOSTEL_OR_RETAIL
135199,31442,2415.5,1
135258.5,38108,3020.5,1
135301.5,558.5,44242,0
135306.5,38019,496.5,1
135362,881.5,70824,0
135375,858,43663,0
135389,37501,1552.5,1
135423,98859,1695,1
135508.5,3472,61679,0
135557.5,111402,831,1
135568.5,198.5,69130,0
135613,144602,2546,1
135665,7770.5,14363,0
135670,612.5,32716,0
135749,3112,54289,0
135761.5,61955,19845,0
135766.5,7975.5,20823,0
135875.5,1438.5,68049,0
135882,82071,3144.5,1
136046,104728,2190,1
136071,128460,1671.5,1
136131.5,39940,82.5,1
136153,103469,1147.5,1
136157.5,1004,64371,0
136171.5,3712.5,28063,0
136286,4434,44757,0
136359,99871,2687,1
136362,39859,49275,1
136373.5,1593,53760,0
136395,930,5548,0
136441.5,3273.5,5545,0
136452,1441,21835,0
136539,2712.5,18014,0
136727,4449,34067,0
136772,1761.5,40910,0
136878.5,2561,17151,0
136993,6566,14916,0
137021.5,61969,2015,1
137026.5,4128,5703,0
137030.5,4184,52750,0
137050,1169,61794,0
137053,1905.5,20561,0
137075,2288.5,64293,0
137123,94923,65391,1
137197.5,6550.5,45471,0
137234,6099.5,24684,0
137450.5,160115,3551,1
137467,145,5056,0
137470,1134.5,5690,0
137479,118518,1517,1
137497,1851,46501,0
137547,158.5,14661,0
137560.5,2851,48272,0
137594,72963,2111,1
137623.5,530.5,12960,0
137649,613,38729,0
137656.5,4338.5,48803,0
137657,4132,3291,0
137663.5,3756.5,27255,0
137664.5,5586.5,81907,0
137707,95987,65658,1
137717.5,1390,5361,0
137719.5,6860.5,43394,0
137724,54651,59290,1
137782,5736.5,30281,0
137784,64149,1918.5,1
137813,3829,28922,0
137852.5,3360,58911,0
137882,1461.5,30316,0
137887,68510,13059,0
137961,114892,49,1
138021,88281,427.5,1
138024.5,3018,51753,0
138038.5,959,101518,0
138072.5,39111,1032,1
138096,790.5,21889,0
138140,70242,1949.5,1
138143,154.5,57575,0
138174,1142,51660,0
138198,6462,77514,0
138247.5,4765,43528,0
138254,2987,17048,0
138269.5,55571,231.5,1
138294,44350,59067,1
138308.5,4129.5,29292,0
138324,4892,40685,0
138342.5,2494,43792,0
138385.5,94,53619,0
138388,61738,64474,0
138389,3459,8371,0
138390.5,111360,441,1
138446,48466,1171,1
138479,2238,43309,0
138488.5,77012,613,1
138513,337,2394,0
138517.5,70940,2386.5,1
138533,5745,11196,0
138587.5,76264,2239,1
138630.5,64716,28763,0
138661,10956,93609,0
138824,2585,63790,0
138867.5,406,45612,0
138873,2009.5,37254,0
138903,100885,34,1
138909,343.5,23448,0
138974,13898,32193,0
139079,3556.5,41019,0
139101,3925.5,20250,0
139165,24530,1732.5,1
139183.5,701,67247,0
139192,2666,63062,0
139258.5,81660,18469,0
139273.5,92753,1822,1
139294,3758.5,40741,0
139319.5,769,55307,0
139355.5,6905,90447,0
139374.5,108043,1621,1
139433.5,2607.5,45027,0
139470.5,145585,1688,1
139500,3585.5,4484,0
139526.5,3932,10586,0
139556.5,1056.5,31988,0
139565.5,171672,4477,1
139601,44551,22533,0
139617,93411,832,1
139680.5,289.5,63049,0
139704.5,3524,27185,0
139709.5,556.5,11050,0
139745.5,1114,55344,0
139783,3880.5,6853,0
139790,2290.5,56639,0
139823,1209.5,59062,0
139830.5,4100,52147,0
139842,68515,2242.5,1
139915,52122,2864.5,1
139929.5,2299.5,55277,0
139943,75440,1747.5,1
139944.5,2492.5,47337,0
139958.5,73429,137,1
140011,5669,21683,0
140035,42238,1519.5,1
140041.5,793,22415,0
140047.5,35884,985,1
140086.5,2403.5,54121,0
140103,1748,23416,0
140103,4842,28173,0
140109,5935,57200,0
140122,7044,66825,0
140159,101137,639.5,1
140175.5,6012.5,40475,0
140182,2011,22049,0
140190.5,60734,2281,1
140195,1578.5,67163,0
140217.5,5995.5,67249,0
140250,118618,1026.5,1
140272,1699.5,39892,0
140274.5,53692,1075.5,1
140297,69731,2303.5,1
140361,20087,1773,1
140361.5,2470.5,57378,0
140392.5,375,57093,0
140408,3009,28541,0
140419,303.5,52902,0
140428,3113.5,62180,0
140463,45528,1397,1
140505.5,1256,14581,0
140524.5,8604.5,37399,0
140563.5,35775,78601,0
140575.5,20728,55626,0
140580,1700.5,33166,0
140622.5,3594,41671,0
140635,63351,2243,1
140669,3378,47925,0
140714,2145.5,19356,0
140721,4711.5,136887,0
140736.5,792.5,51657,0
140808,24673,3670.5,1
140811,3874,29616,0
140812.5,91461,2162,1
140846.5,53174,837,1
140867,463.5,31674,0
140875.5,1123,47345,0
140913,2920.5,28524,0
140931.5,469.5,15773,0
140938.5,1643,71754,0
141019,4187,58987,0
141078,6505.5,44905,0
141085.5,70775,1508,1
141137.5,6009,39274,0
141178.5,5958.5,41178,0
141193.5,1008,37429,0
141195,44512,1337,1
141201.5,106214,1009,1
141208,1979,57828,0
141233,114147,1559,1
141264,42606,60106,0
141340,16568,5550,1
141361.5,1083,56260,0
141364,65523,1932,1
141399,2130,26403,0
141441.5,5242,667,1
141453,70231,879.5,1
141463,60566,1708,1
141484,1322.5,45356,0
141494.5,79853,58.5,1
141522.5,7498.5,31576,0
141526.5,500.5,34219,0
141561,241.5,7348,0
141562,882.5,50322,0
141591.5,746,25957,0
141670,869,14507,0
141690,3855.5,70833,0
141700.5,702.5,47485,0
141702,1772.5,48127,0
141708.5,50311,33239,0
141824,1129.5,47830,0
141835.5,4329,58391,0
141880.5,4393,35271,0
142003.5,84,100896,0
142007,49160,1376.5,1
142096,53436,43537,1
142150,73617,26625,0
142241.5,3814,28578,0
142311.5,33939,1731,1
142375,4177,34138,0
142419,2328.5,54995,0
142500.5,5309.5,40221,0
142507.5,4416,66052,0
142535,22244,672,1
142564.5,90688,708,1
142578.5,4150,69435,0
142629,764,61091,0
142681,97625,2328.5,1
142744.5,4521,47052,0
142759,2317.5,55723,0
142800.5,2500,42139,0
142822,3155,25526,0
142855.5,48157,579.5,1
142939.5,957,12982,0
142950.5,12327,1412,1
142984.5,1480,76002,0
143069,4004,30808,0
143105,3467,20508,0
143128.5,76274,52552,1
143137,1584.5,37920,0
143169,1238.5,18050,0
143177,1341,72961,0
143187.5,2530.5,29655,0
143234.5,1071.5,10816,0
143269,605,43125,0
143279.5,1610,50303,0
143284.5,43008,2314,1
143325,38202,1645,1
143338.5,333,13779,0
143354.5,495,20582,0
143382.5,1837.5,43696,0
143402.5,3472.5,59054,0
143417.5,123506,222,1
143437.5,7325,60160,1
143441,434,24369,0
143450,85289,1039.5,1
143496.5,3835,17719,0
143497,96188,3652.5,1
143555.5,4651.5,15124,0
143563,5352,57074,0
143575.5,1484,12746,0
143581.5,2921,45985,0
143587.5,187,29369,0
143599,54267,10623,1
143614,1301,67416,0
143617.5,23056,811.5,1
143621,221.5,60414,0
143651,25526,2667,1
143667,64943,66,1
143692,2832.5,53927,0
143700,68394,945,1
143729.5,3643,27957,0
143782.5,72965,832.5,1
143785.5,4460.5,37816,0
143797,3984.5,72248,0
143798,1198.5,20137,0
143819,4666,35796,0
143844.5,112857,1747.5,1
143851,52650,2116,1
143865,94734,2646.5,1
143882,408,33924,0
143896.5,156076,1307.5,1
143898.5,4216.5,27392,0
143954.5,1821.5,65874,0
144053,6708.5,53954,0
144057.5,92252,1446,1
144077.5,896.5,20286,0
144159,94374,209.5,1
144236.5,284.5,64203,0
144246,119209,73728,0
144257,102414,27079,0
144261.5,3661,32778,0
144267.5,725,69890,0
144303,3045.5,49097,0
144357,164956,1901.5,1
144390,3829.5,62676,0
144390.5,56904,40317,1
144422.5,7588,94833,0
144440,5391.5,44945,0
144445.5,57868,380,1
144512,3781.5,56171,0
144514,1186.5,39216,0
144521,2155.5,61082,0
144570.5,90141,2191.5,1
144600.5,6199,59663,0
144650.5,6267.5,54874,0
144705,374.5,42403,0
144803.5,1441,15166,0
144803.5,3125.5,28205,0
144821.5,91764,673.5,1
144848.5,2265,21149,0
144894,63359,1905,1
144918.5,64503,1509.5,1
144926,69125,60738,1
144930,4742.5,62950,0
144938,225,40976,0
144983.5,3637,23633,0
144995,7230,32756,0
145046,107986,1037,1
145083.5,17470,76959,0
145099,2329.5,66815,0
145104,1136.5,40785,0
145139.5,4306,50850,0
145149.5,2932.5,56194,0
145219,4412,57896,0
145223,77538,1227.5,1
145268,45655,2294.5,1
145277.5,78466,2427.5,1
145353.5,17304,1273.5,1
145400,86762,2152.5,1
145416,9671,44526,0
145418,2656.5,21442,0
145418,1227.5,22705,0
145437,3087,28385,0
145454,35988,665,1
145499.5,5847,45232,0
145540.5,1085.5,47251,0
145540.5,36713,15194,0
145608,6252,1275,1
145684,5199,58325,0
145724,954.5,19895,0
145734.5,92535,4262.5,1
145767,82182,2294.5,1
145773.5,2763.5,26069,0
145822,31075,379,1
145823,107309,1307.5,1
145827,385.5,17689,0
145835,1041.5,10365,0
145840,138530,1137,1
145881,24108,41116,0
145914,4263.5,66182,0
145916,2555.5,49565,0
145942.5,5006,53913,0
145979,92117,2590,1
146048.5,11637,1810,1
146055,24237,70965,0
146118,30561,63887,0
146120.5,110704,2727.5,1
146160.5,895,34175,0
146227.5,4011.5,32610,0
146240.5,53598,1578.5,1
146293.5,3153.5,39830,0
146304.5,71215,332,1
146324,4587.5,32310,0
146408,65176,9893,0
146416.5,1589.5,57737,0
146419,98305,1396,1
146444,6025,5181,0
146446,4713,40352,0
146482,1019.5,64436,0
146495,2214,57368,0
146584,6765.5,54013,0
146601,1259.5,26806,0
146615.5,8225,747,1
146616,23768,222.5,1
146625.5,3489.5,54539,0
146690.5,89107,7041,1
146715.5,1049,57607,0
146717,170035,709,1
146729,2435,30736,0
146741,4042.5,26540,0
146744,3532,15306,0
146754,3991.5,55849,0
146791.5,991.5,47688,0
146805.5,8741,6801,0
146827,17390,58.5,1
146855.5,1745,25652,0
146875.5,76432,876,1
146894,127128,606,1
146938,293.5,51507,0
146946.5,3399.5,48619,0
146973,1668.5,55178,0
147023.5,6781,1757,1
147033.5,127170,272,1
147072,5922.5,44839,0
147076,74550,1767,1
147095,3157,23399,0
147116.5,4220.5,45194,0
147195,118533,11389,0
147215.5,34024,2622,1
147259,2541.5,35347,0
147264,8585,50603,0
147281.5,2065,32284,0
147322,2227.5,11449,0
147485.5,35314,459.5,1
147493.5,260.5,36622,0
147574,3780,35454,0
147600,6624.5,44018,0
147622,25064,453.5,1
147631,54063,2236.5,1
147662,24266,701,1
147677,100630,965,1
147728,348,52998,0
147796,238.5,70296,0
147799,16860.5,49102,0
147832,1633.5,74401,0
147901.5,23598,47175,1
147927,89089,32672,0
147933,79073,1177,1
147942,774.5,16548,0
147978.5,62152,13867,0
147991,3344,61926,0
148011,83599,1194.5,1
148062,1649,25446,0
148065,3463.5,47589,0
148076.5,2118.5,19252,0
148137,200.5,53307,0
148167,2266.5,58202,0
148186.5,74046,2814.5,1
148217.5,3556,30466,0
148238.5,1735,103852,0
148249,1636.5,75688,0
148291,31461,61054,0
148300.5,39473,1218.5,1
148316,698,38012,0
148337,2466,17612,0
148359.5,94063,2306.5,1
148413,97410,457.5,1
148428,2677.5,63700,0
148489.5,43438,2714,1
148535.5,86284,2502.5,1
148540,8507.5,57575,0
148590,13204,1747,1
148628.5,2678,25802,0
148651,4989.5,67786,0
148694,861.5,49744,0
148711,3252.5,64998,0
148741,2643.5,44475,0
148783.5,4734,11476,0
148840,82526,20209,1
148898.5,127048,5,1
148906.5,63583,515.5,1
148920.5,62829,2289,1
148958,3056.5,63711,0
149142.5,60,58392,0
149161.5,703.5,31213,0
149215.5,58693,1818,1
149216,2639.5,85390,0
149274,357.5,14493,0
149329,908,46276,0
149342,14473,85112,0
149431,11855,117862,0
149445,2167.5,43279,0
149455,13622,118,1
149479,2521.5,14451,0
149492.5,1206,62365,0
149550.5,173,20405,0
149603,115710,459.5,1
149656.5,11621,1516,1
149704.5,7978.5,24148,0
149709,4812,24173,0
149768,2420.5,43335,0
149774,85098,39753,0
149822.5,7271,52396,0
149840,3665.5,62193,0
149853.5,29186,3429.5,1
149860,28604,399.5,1
149958.5,4007.5,55146,0
149960.5,1816.5,34357,0
149965.5,5228,42191,0
149968,2714.5,32521,0
150010,2712.5,37993,0
150029.5,47169,46659,1
150075.5,3953,38663,0
150102.5,8037.5,30244,0
150122,3316,62995,0
150173.5,40527,859.5,1
150216,56416,62667,0
150227.5,335.5,28129,0
150242,57483,41846,0
150243.5,2978.5,10310,0
150262,5328,27346,0
150302.5,1916,27163,0
150328,18148,16745,0
150330.5,2621.5,61737,0
150334.5,754,70919,0
150338.5,700,13258,0
150354,3257.5,10339,0
150360.5,1216.5,19255,0
150411,2285.5,62481,0
150481,3557,45338,0
150504.5,79068,12297,1
150517,78934,2526,1
150758,72041,1525,1
150771,126098,3396,1
150773.5,508.5,36799,0
150838.5,1561,22569,0
150871,43706,49402,1
150969,3661.5,39845,0
150982.5,1394,49748,0
151002,96397,118,1
151010,143967,444,1
151026.5,1790,70361,0
151029.5,4671.5,51513,0
151093,86405,1238.5,1
151150.5,4178,42018,0
151208,2616,45717,0
151307,1496.5,32119,0
151321,3979.5,53343,0
151328.5,2895,64453,0
151334,5344.5,56651,0
151369.5,377.5,21285,0
151377.5,621.5,34120,0
151445,4617,65563,0
151481,4149,12608,0
151498,29883,28607,0
151565.5,47435,932.5,1
151599.5,5838,42920,0
151613.5,1.5,51608,0
151637,1946.5,30118,0
151663,63635,927,1
151701.5,572,36414,0
151761,54817,1985,1
151823,89312,1495.5,1
151828,4209.5,63469,0
151957.5,2217,57634,0
152011.5,64646,1622,1
152011.5,4889,67312,0
152021,2353.5,85380,0
152023.5,4024,65196,0
152094,94579,5147.5,1
152111,3353,59135,0
152139,106624,23449,1
152216,4370,35922,0
152230.5,8237,62750,0
152251.5,587,35073,0
152299,1368.5,7884,0
152330.5,1539,13001,0
152355.5,103940,43072,0
152367,324.5,69613,0
152381,56113,1912,1
152414.5,3547.5,68289,0
152437.5,38703,783.5,1
152499.5,3416,17782,0
152503,4044.5,75250,0
152548,5227,69521,0
152548.5,86954,615.5,1
152655.5,1452,110776,0
152733,6296.5,21937,0
152735,835.5,57826,0
152772,3104,20140,0
152883.5,2327.5,54888,0
152887.5,3387.5,32991,0
152904,49945,42.5,1
152912,3099,42765,0
153023,2927,15764,0
153030.5,58900,1969.5,1
153061.5,81017,710,1
153108,498,54223,0
153150,3199,53199,0
153255.5,2906,50954,0
153306,101256,1196,1
153309,3102,63046,0
153355,2572,18673,0
153382,1634.5,13586,0
153436.5,97366,39877,1
153469,16295,1146.5,1
153540.5,61906,1953,1
153578,882.5,19898,0
153628,40446,953,1
153686,4111,17053,0
153753.5,95948,205.5,1
153832,1465.5,40074,0
153832.5,4637,72530,0
153879.5,23127,2449,1
153894,125804,1955,1
153969.5,5195.5,62136,0
153982,5685,56685,0
153994.5,15370,1219,1
154014.5,2512.5,33443,0
154014.5,760,66634,0
154017,456,52937,0
154039,35829,16111,1
154090,2218.5,60727,0
154096,4024.5,22573,0
154118,1901.5,27819,0
154145,964.5,32030,0
154160.5,1435.5,32878,0
154238,1854.5,43681,0
154248,85106,56302,0
154265.5,4074.5,30917,0
154324.5,48,65415,0
154329.5,17435,15009,0
154368,93301,576.5,1
154455.5,24870,3161,1
154505,26581,49922,0
154527,3419,6786,0
154530.5,3680.5,27898,0
154584,482,55467,0
154770,146798,293,1
154845,3890,59193,0
154848.5,84445,177.5,1
155001.5,8949,1770,1
155032,110.5,26700,0
155064.5,975,20998,0
155067,3089,155193,0
155093,127056,2390,1
155095.5,630,19903,0
155199.5,3985.5,19606,0
155211.5,78,27954,0
155229.5,562,42304,0
155239.5,100771,237.5,1
155348,4617.5,35882,0
155593,66353,32096,1
155609,95828,656,1
155638,3823.5,34006,0
155644,1493.5,68222,0
155676.5,279.5,29207,0
155725,89045,426,1
155772,5976,49028,0
155785,3677.5,35357,0
155964.5,1576,21447,0
156096.5,2516,52306,0
156108,1650,74510,0
156133.5,98831,2466.5,1
156192,101542,55723,0
156192.5,307,18752,0
156250,2859.5,34362,0
156312,3710.5,55343,0
156379,3846.5,39447,0
156480,3628,13586,0
156591.5,2529,65565,0
156616.5,17306,2342,1
156636,138,32034,0
156667,5637,20808,0
156809,44569,13651,0
156902,1384,56255,0
156973,1776,40047,0
157066,16880,1897.5,1
157261.5,843,23436,0
157459,60545,1654,1
157525,659.5,43656,0
157591,6564,18033,0
157610,7061.5,32198,0
157670.5,12472,605,1
157676.5,52080,338,1
157685,4875,72694,0
157758.5,77365,718,1
157766.5,4461,57870,0
157970,239324,413,1
157999,246276,1531,1
158111,2843.5,45622,0
158158.5,8255.5,50992,0
158169.5,46263,1697.5,1
158240,117525,2581.5,1
158293.5,64104,25687,0
158339.5,35563,2767,1
158350,7371,26163,0
158358,1816.5,33511,0
158492,4224,43314,0
158526,3296.5,12529,0
158580.5,20008,2378.5,1
158664.5,5063.5,51281,0
158687.5,1960.5,60315,0
158851,1594.5,9005,0
159049.5,1581,34619,0
159278,4964,149501,0
159384.5,733,64408,0
159531,3790.5,34231,0
159638,7155,80093,0
159882.5,95149,3411,1
160281,3775,61872,0
160361.5,55304,2314,1
160405,5861.5,36492,0
160420,880,18811,0
160554.5,1630.5,55526,0
160743.5,3507.5,25886,0
160825,180326,1888,1
161010.5,1433,34598,0
161130,24837,1476.5,1
161181,6043.5,56573,0
161382.5,70666,10,1
161419,5064,12572,0
161556,3593.5,60441,0
161609,157757,327.5,1
161691,4209.5,62353,0
161929,2454.5,46757,0
162086,8436,120150,0
162232.5,1906,19305,0
162324,952.5,67798,0
162458,866,65647,0
162939,955,17575,0
162993.5,472,51169,0
163029.5,78800,727.5,1
163240,7066.5,59346,0
163514.5,120657,1068,1
163689,6952.5,46729,0
163765.5,2283.5,50542,0
163925.5,7179.5,18158,0
164698.5,2681.5,62479,0
164923,7705,83023,0
165429,1115,51408,0
165597,4777.5,160179,0
165835.5,7523.5,8768,0
165963,979.5,50408,0
166158.5,26034,2509.5,1
166445.5,9113,2071,1
166606.5,112431,5733,1
166653.5,3620.5,55195,0
166896,5459.5,55448,0
166939,64633,1892,1
166974,55462,1269,1
167302,63235,3700,1
167381,3917.5,63957,0
167383.5,84459,711.5,1
167427,9708.5,144514,0
167436,34594,635.5,1
167635,7111.5,57456,0
168020.5,2363.5,45831,0
168214,1862,21168,0
168364.5,186340,69679,1
168493,1617.5,8536,0
168666,55292,42456,0
168720.5,3283,72112,0
169098,2691.5,58552,0
169317,2989,116056,0
169378,131452,2468,1
169890,141201,2560,1
170509.5,382,124043,0
170695,5867.5,68128,0
170984,96540,45154,0
171608.5,2272.5,61052,0
172698,115345,2150,1
172846,147650,4423,1
174457.5,5627,380,1
174861,4337,23854,0
181853.5,76749,39806,0
182896,11242,92561,0
184222.5,183314,2023,1
192916.5,8025,35860,0
192977,4742.5,41082,0
194446.5,3659,82742,0
200998.5,8174,55503,0
201674.5,2290,42575,0
204472,5160,73861,0
206363.5,6716,67440,0
